"시도명(1)","시군구(1)","시점","레벨01(1)",소계,경형,소형,중형,대형
"부산","사상구","2020.02","계",10229,552,3008,6268,401
"부산","사상구","2020.03","계",10262,554,3012,6291,405
"부산","사상구","2020.04","계",10322,589,3006,6311,416
"부산","사상구","2020.05","계",10364,613,3010,6326,415
"부산","사상구","2020.06","계",10396,609,2998,6361,428
"부산","사상구","2020.07","계",10400,610,2996,6362,432
"부산","사상구","2020.08","계",10419,609,2994,6372,444
"부산","사상구","2020.09","계",10452,601,2982,6416,453
"부산","사상구","2020.10","계",10484,596,2974,6446,468
"부산","사상구","2020.11","계",10475,605,2970,6435,465
"부산","사상구","2020.12","계",10474,605,2960,6449,460
"부산","사상구","2021.01","계",10476,595,2955,6459,467
"부산","사상구","2021.02","계",10495,602,2949,6475,469
"부산","사상구","2021.03","계",10490,589,2949,6471,481
"부산","사상구","2021.04","계",10597,600,2991,6504,502
"부산","사상구","2021.05","계",10598,593,2977,6515,513
"부산","사상구","2021.06","계",10598,593,2977,6515,513
"부산","사상구","2021.07","계",10618,581,2975,6520,542
"부산","사상구","2021.08","계",10690,584,3018,6540,548
"부산","사상구","2021.09","계",10776,607,3027,6584,558
"부산","사상구","2021.10","계",10789,607,3025,6592,565
"부산","사상구","2021.11","계",10656,610,2994,6490,562
"부산","사상구","2021.12","계",10644,605,3007,6467,565
"부산","사상구","2022.01","계",9290,603,2224,5884,579
"부산","사상구","2022.02","계",9296,601,2221,5904,570
"부산","사상구","2022.03","계",9307,599,2217,5918,573
"부산","사상구","2022.04","계",9357,591,2230,5934,602
"부산","사상구","2022.05","계",9335,583,2235,5931,586
"부산","사상구","2022.06","계",9322,565,2240,5930,587
"부산","사상구","2022.07","계",9352,579,2249,5936,588
"부산","사상구","2022.08","계",9383,581,2253,5953,596
"부산","사상구","2022.09","계",9402,573,2259,5977,593
"부산","사상구","2022.10","계",9394,567,2267,5963,597
"부산","사상구","2022.11","계",9409,563,2277,5975,594
"부산","사상구","2022.12","계",9420,569,2282,5975,594
"부산","사상구","2023.01","계",9444,576,2276,5989,603
"부산","사하구","2018.01","계",11282,370,3062,7381,469
"부산","사하구","2018.02","계",11265,372,3054,7374,465
"부산","사하구","2018.03","계",11290,364,3052,7415,459
"부산","사하구","2018.04","계",11296,370,3042,7413,471
"부산","사하구","2018.05","계",11296,376,3034,7410,476
"부산","사하구","2018.06","계",11311,374,3027,7422,488
"부산","사하구","2018.07","계",11334,376,3029,7431,498
"부산","사하구","2018.08","계",11334,376,3029,7431,498
"부산","사하구","2018.09","계",11364,371,3008,7478,507
"부산","사하구","2018.10","계",11387,370,2997,7510,510
"부산","사하구","2018.11","계",11400,372,2980,7532,516
"부산","사하구","2018.12","계",11356,374,2982,7500,500
"부산","사하구","2019.01","계",11354,368,2985,7488,513
"부산","사하구","2019.02","계",11340,365,2986,7476,513
"부산","사하구","2019.03","계",11359,362,2988,7487,522
"부산","사하구","2019.04","계",11398,371,2980,7500,547
"부산","사하구","2019.05","계",11432,378,2968,7527,559
"부산","사하구","2019.06","계",11500,402,2966,7565,567
"부산","사하구","2019.07","계",11544,428,2963,7586,567
"부산","사하구","2019.08","계",11622,464,2953,7632,573
"부산","사하구","2019.09","계",11666,467,2955,7657,587
"부산","사하구","2019.10","계",11728,484,2954,7695,595
"부산","사하구","2019.11","계",11722,482,2951,7691,598
"부산","사하구","2019.12","계",11707,478,2945,7688,596
"부산","사하구","2020.01","계",11713,473,2944,7693,603
"부산","사하구","2020.02","계",11734,471,2941,7706,616
"부산","사하구","2020.03","계",11804,494,2935,7735,640
"부산","사하구","2020.04","계",11903,540,2919,7781,663
"부산","사하구","2020.05","계",11978,556,2916,7834,672
"부산","사하구","2020.06","계",11992,552,2901,7863,676
"부산","사하구","2020.07","계",12021,556,2899,7873,693
"부산","사하구","2020.08","계",12053,552,2904,7901,696
"부산","사하구","2020.09","계",12103,555,2892,7946,710
"부산","사하구","2020.10","계",12091,551,2888,7946,706
"부산","사하구","2020.11","계",12097,544,2882,7955,716
"부산","사하구","2020.12","계",12068,544,2878,7928,718
"부산","사하구","2021.01","계",12067,540,2872,7941,714
"부산","사하구","2021.02","계",12090,539,2873,7959,719
"부산","사하구","2021.03","계",12069,529,2863,7946,731
"부산","사하구","2021.04","계",12184,535,2906,7991,752
"부산","사하구","2021.05","계",12264,536,2924,8032,772
"부산","사하구","2021.06","계",12264,536,2924,8032,772
"부산","사하구","2021.07","계",12302,530,2925,8051,796
"부산","사하구","2021.08","계",12391,537,2967,8083,804
"부산","사하구","2021.09","계",12430,550,2984,8088,808
"부산","사하구","2021.10","계",12457,538,2980,8128,811
"부산","사하구","2021.11","계",12441,539,2966,8115,821
"부산","사하구","2021.12","계",12350,529,2921,8094,806
"부산","사하구","2022.01","계",12356,528,2914,8102,812
"부산","사하구","2022.02","계",12392,524,2913,8118,837
"부산","사하구","2022.03","계",12461,527,2916,8160,858
"부산","사하구","2022.04","계",12505,518,2927,8182,878
"부산","사하구","2022.05","계",12554,525,2933,8189,907
"부산","사하구","2022.06","계",12590,533,2933,8204,920
"부산","사하구","2022.07","계",12511,539,2868,8178,926
"부산","사하구","2022.08","계",12510,533,2861,8189,927
"부산","사하구","2022.09","계",12544,536,2881,8190,937
"부산","사하구","2022.10","계",12548,540,2880,8176,952
"부산","사하구","2022.11","계",12566,537,2887,8164,978
"부산","사하구","2022.12","계",12558,540,2882,8157,979
"부산","사하구","2023.01","계",12553,528,2888,8168,969
"부산","서구","2018.01","계",6078,171,1800,3923,184
"부산","서구","2018.02","계",6071,171,1799,3919,182
"부산","서구","2018.03","계",6046,167,1795,3905,179
"부산","서구","2018.04","계",6038,164,1786,3909,179
"부산","서구","2018.05","계",6067,162,1786,3933,186
"부산","서구","2018.06","계",6067,164,1777,3939,187
"부산","서구","2018.07","계",6057,163,1773,3928,193
"부산","서구","2018.08","계",6057,163,1773,3928,193
"부산","서구","2018.09","계",6124,167,1759,3987,211
"부산","서구","2018.10","계",6145,166,1762,4006,211
"부산","서구","2018.11","계",6155,166,1766,4011,212
"부산","서구","2018.12","계",6143,162,1761,4010,210
"부산","서구","2019.01","계",6153,161,1757,4024,211
"부산","서구","2019.02","계",6129,162,1747,4013,207
"부산","서구","2019.03","계",6127,160,1738,4025,204
"부산","서구","2019.04","계",6114,161,1736,4019,198
"부산","서구","2019.05","계",6145,167,1737,4042,199
"부산","서구","2019.06","계",6124,169,1728,4022,205
"부산","서구","2019.07","계",6155,179,1729,4041,206
"부산","서구","2019.08","계",6144,193,1719,4023,209
"부산","서구","2019.09","계",6142,189,1717,4027,209
"부산","서구","2019.10","계",6147,190,1715,4033,209
"부산","서구","2019.11","계",6142,189,1711,4026,216
"부산","서구","2019.12","계",6121,190,1710,4009,212
"부산","서구","2020.01","계",6116,193,1705,3997,221
"부산","서구","2020.02","계",6103,195,1697,3990,221
"부산","서구","2020.03","계",6093,203,1690,3975,225
"부산","서구","2020.04","계",6113,209,1690,3989,225
"부산","서구","2020.05","계",6146,220,1691,4004,231
"부산","서구","2020.06","계",6172,232,1687,4009,244
"부산","서구","2020.07","계",6176,231,1679,4011,255
"부산","서구","2020.08","계",6164,228,1670,4015,251
"부산","서구","2020.09","계",6185,231,1667,4036,251
"부산","서구","2020.10","계",6224,235,1671,4069,249
"부산","서구","2020.11","계",6238,234,1667,4084,253
"부산","서구","2020.12","계",6261,236,1669,4101,255
"부산","서구","2021.01","계",6264,237,1665,4106,256
"부산","서구","2021.02","계",6266,234,1666,4109,257
"부산","서구","2021.03","계",6254,225,1670,4089,270
"부산","서구","2021.04","계",6290,224,1676,4114,276
"부산","서구","2021.05","계",6272,224,1685,4090,273
"부산","서구","2021.06","계",6272,224,1685,4090,273
"부산","서구","2021.07","계",6324,221,1694,4135,274
"부산","서구","2021.08","계",6368,229,1710,4143,286
"부산","서구","2021.09","계",6392,230,1719,4148,295
"부산","서구","2021.10","계",6394,223,1725,4157,289
"부산","서구","2021.11","계",5995,217,1480,4004,294
"부산","서구","2021.12","계",5975,220,1481,3972,302
"부산","서구","2022.01","계",5966,217,1483,3961,305
"부산","서구","2022.02","계",5963,217,1480,3967,299
"부산","서구","2022.03","계",5987,214,1476,3993,304
"부산","서구","2022.04","계",5983,217,1472,3985,309
"부산","서구","2022.05","계",5993,219,1472,3985,317
"부산","서구","2022.06","계",6013,219,1476,3999,319
"부산","서구","2022.07","계",6050,220,1478,4023,329
"부산","서구","2022.08","계",6062,215,1485,4026,336
"부산","서구","2022.09","계",6081,213,1491,4041,336
"부산","서구","2022.10","계",6076,210,1493,4038,335
"부산","서구","2022.11","계",6101,211,1496,4053,341
"부산","서구","2022.12","계",6079,210,1489,4042,338
"부산","서구","2023.01","계",6068,207,1486,4033,342
"부산","수영구","2018.01","계",6490,274,1952,3937,327
"부산","수영구","2018.02","계",6488,276,1949,3935,328
"부산","수영구","2018.03","계",6499,283,1946,3929,341
"부산","수영구","2018.04","계",6505,285,1940,3942,338
"부산","수영구","2018.05","계",6535,283,1929,3969,354
"부산","수영구","2018.06","계",6532,283,1928,3958,363
"부산","수영구","2018.07","계",6510,281,1927,3942,360
"부산","수영구","2018.08","계",6510,281,1927,3942,360
"부산","수영구","2018.09","계",6524,281,1938,3943,362
"부산","수영구","2018.10","계",6524,283,1933,3954,354
"부산","수영구","2018.11","계",6555,290,1929,3971,365
"부산","수영구","2018.12","계",6527,294,1916,3948,369
"부산","수영구","2019.01","계",6547,295,1921,3962,369
"부산","수영구","2019.02","계",6555,293,1914,3974,374
"부산","수영구","2019.03","계",6562,303,1913,3964,382
"부산","수영구","2019.04","계",6572,301,1911,3981,379
"부산","수영구","2019.05","계",6609,299,1918,4002,390
"부산","수영구","2019.06","계",6615,301,1914,4007,393
"부산","수영구","2019.07","계",6632,309,1913,4021,389
"부산","수영구","2019.08","계",6711,320,1916,4078,397
"부산","수영구","2019.09","계",6714,308,1918,4089,399
"부산","수영구","2019.10","계",6716,300,1918,4102,396
"부산","수영구","2019.11","계",6711,298,1911,4104,398
"부산","수영구","2019.12","계",6680,297,1904,4075,404
"부산","수영구","2020.01","계",6672,296,1899,4066,411
"부산","수영구","2020.02","계",6690,295,1897,4075,423
"부산","수영구","2020.03","계",6718,306,1892,4080,440
"부산","수영구","2020.04","계",6738,324,1883,4081,450
"부산","수영구","2020.05","계",6787,340,1881,4109,457
"부산","수영구","2020.06","계",6819,339,1882,4130,468
"부산","수영구","2020.07","계",6846,341,1873,4139,493
"부산","수영구","2020.08","계",6896,340,1873,4179,504
"부산","수영구","2020.09","계",6952,348,1890,4213,501
"부산","수영구","2020.10","계",6952,340,1889,4226,497
"부산","수영구","2020.11","계",6978,342,1887,4240,509
"부산","수영구","2020.12","계",6977,332,1893,4238,514
"부산","수영구","2021.01","계",6968,330,1898,4229,511
"부산","수영구","2021.02","계",6974,327,1893,4251,503
"부산","수영구","2021.03","계",6996,324,1888,4278,506
"부산","수영구","2021.04","계",7048,322,1897,4306,523
"부산","수영구","2021.05","계",7077,322,1904,4325,526
"부산","수영구","2021.06","계",7077,322,1904,4325,526
"부산","수영구","2021.07","계",7191,329,1922,4390,550
"부산","수영구","2021.08","계",7253,339,1930,4425,559
"부산","수영구","2021.09","계",6595,332,1486,4203,574
"부산","수영구","2021.10","계",6635,336,1477,4223,599
"부산","수영구","2021.11","계",6616,333,1455,4220,608
"부산","수영구","2021.12","계",6603,331,1448,4216,608
"부산","수영구","2022.01","계",6603,327,1445,4210,621
"부산","수영구","2022.02","계",6603,324,1440,4211,628
"부산","수영구","2022.03","계",6613,324,1434,4222,633
"부산","수영구","2022.04","계",6658,321,1433,4256,648
"부산","수영구","2022.05","계",6715,323,1444,4296,652
"부산","수영구","2022.06","계",6728,319,1448,4306,655
"부산","수영구","2022.07","계",6777,311,1455,4345,666
"부산","수영구","2022.08","계",6799,305,1458,4355,681
"부산","수영구","2022.09","계",6828,312,1461,4368,687
"부산","수영구","2022.10","계",6812,313,1470,4346,683
"부산","수영구","2022.11","계",6781,309,1473,4319,680
"부산","수영구","2022.12","계",6790,310,1475,4323,682
"부산","수영구","2023.01","계",6751,307,1472,4297,675
"부산","연제구","2018.01","계",6590,272,1735,4234,349
"부산","연제구","2018.02","계",6603,263,1739,4246,355
"부산","연제구","2018.03","계",6564,251,1735,4218,360
"부산","연제구","2018.04","계",6559,252,1733,4203,371
"부산","연제구","2018.05","계",6565,244,1729,4213,379
"부산","연제구","2018.06","계",6559,241,1727,4194,397
"부산","연제구","2018.07","계",6539,238,1719,4180,402
"부산","연제구","2018.08","계",6539,238,1719,4180,402
"부산","연제구","2018.09","계",6506,236,1710,4161,399
"부산","연제구","2018.10","계",6521,238,1713,4168,402
"부산","연제구","2018.11","계",6576,243,1720,4204,409
"부산","연제구","2018.12","계",6572,247,1716,4204,405
"부산","연제구","2019.01","계",6559,242,1715,4195,407
"부산","연제구","2019.02","계",6571,246,1718,4197,410
"부산","연제구","2019.03","계",6586,246,1716,4206,418
"부산","연제구","2019.04","계",6624,255,1719,4227,423
"부산","연제구","2019.05","계",6639,255,1717,4246,421
"부산","연제구","2019.06","계",6658,250,1711,4272,425
"부산","연제구","2019.07","계",6682,267,1706,4284,425
"부산","연제구","2019.08","계",6722,284,1703,4291,444
"부산","연제구","2019.09","계",6749,283,1702,4324,440
"부산","연제구","2019.10","계",6746,287,1694,4331,434
"부산","연제구","2019.11","계",6753,274,1697,4341,441
"부산","연제구","2019.12","계",6754,277,1693,4339,445
"부산","연제구","2020.01","계",6759,270,1693,4347,449
"부산","연제구","2020.02","계",6771,271,1691,4357,452
"부산","연제구","2020.03","계",6801,273,1679,4387,462
"부산","연제구","2020.04","계",6853,281,1685,4410,477
"부산","연제구","2020.05","계",6860,293,1693,4399,475
"부산","연제구","2020.06","계",6862,290,1688,4389,495
"부산","연제구","2020.07","계",6847,292,1684,4370,501
"부산","연제구","2020.08","계",6910,288,1675,4435,512
"부산","연제구","2020.09","계",6981,287,1673,4500,521
"부산","연제구","2020.10","계",7020,285,1676,4527,532
"부산","연제구","2020.11","계",6983,283,1674,4488,538
"부산","연제구","2020.12","계",6951,277,1662,4471,541
"부산","연제구","2021.01","계",6953,275,1662,4468,548
"부산","연제구","2021.02","계",6962,271,1662,4476,553
"부산","연제구","2021.03","계",6940,270,1664,4456,550
"부산","연제구","2021.04","계",6960,275,1673,4453,559
"부산","연제구","2021.05","계",6980,272,1673,4456,579
"부산","연제구","2021.06","계",6980,272,1673,4456,579
"부산","연제구","2021.07","계",6986,268,1671,4452,595
"부산","연제구","2021.08","계",6996,277,1671,4436,612
"부산","연제구","2021.09","계",7044,281,1684,4462,617
"부산","연제구","2021.10","계",7052,284,1685,4466,617
"부산","연제구","2021.11","계",7010,278,1654,4448,630
"부산","연제구","2021.12","계",6856,277,1562,4373,644
"부산","연제구","2022.01","계",6876,273,1570,4385,648
"부산","연제구","2022.02","계",6883,278,1569,4385,651
"부산","연제구","2022.03","계",6915,280,1569,4418,648
"부산","연제구","2022.04","계",6936,282,1575,4431,648
"부산","연제구","2022.05","계",6942,264,1572,4447,659
"부산","연제구","2022.06","계",6964,266,1580,4448,670
"부산","연제구","2022.07","계",6962,274,1574,4438,676
"부산","연제구","2022.08","계",6965,271,1570,4437,687
"부산","연제구","2022.09","계",6985,268,1587,4442,688
"부산","연제구","2022.10","계",7007,267,1586,4455,699
"부산","연제구","2022.11","계",7012,275,1588,4455,694
"부산","연제구","2022.12","계",6986,278,1591,4427,690
"부산","연제구","2023.01","계",7002,279,1591,4451,681
"부산","영도구","2018.01","계",6380,221,1684,4257,218
"부산","영도구","2018.02","계",6373,222,1678,4255,218
"부산","영도구","2018.03","계",6358,220,1677,4242,219
"부산","영도구","2018.04","계",6351,217,1675,4239,220
"부산","영도구","2018.05","계",6340,215,1666,4236,223
"부산","영도구","2018.06","계",6336,210,1659,4243,224
"부산","영도구","2018.07","계",6328,206,1650,4243,229
"부산","영도구","2018.08","계",6328,206,1650,4243,229
"부산","영도구","2018.09","계",6382,208,1646,4291,237
"부산","영도구","2018.10","계",6368,204,1644,4287,233
"부산","영도구","2018.11","계",6364,207,1641,4283,233
"부산","영도구","2018.12","계",6362,203,1638,4288,233
"부산","영도구","2019.01","계",6336,200,1635,4266,235
"부산","영도구","2019.02","계",6341,191,1635,4275,240
"부산","영도구","2019.03","계",6328,188,1629,4263,248
"부산","영도구","2019.04","계",6331,184,1623,4270,254
"부산","영도구","2019.05","계",6315,189,1614,4257,255
"부산","영도구","2019.06","계",6346,199,1615,4265,267
"부산","영도구","2019.07","계",6347,204,1609,4261,273
"부산","영도구","2019.08","계",6357,205,1605,4269,278
"부산","영도구","2019.09","계",6344,206,1596,4254,288
"부산","영도구","2019.10","계",6360,213,1594,4263,290
"부산","영도구","2019.11","계",6356,211,1592,4261,292
"부산","영도구","2019.12","계",6343,209,1582,4266,286
"부산","영도구","2020.01","계",6350,203,1585,4274,288
"부산","영도구","2020.02","계",6364,204,1588,4291,281
"부산","영도구","2020.03","계",6377,207,1584,4297,289
"부산","영도구","2020.04","계",6383,221,1578,4296,288
"부산","영도구","2020.05","계",6405,230,1579,4303,293
"부산","영도구","2020.06","계",6419,230,1575,4323,291
"부산","영도구","2020.07","계",6416,228,1575,4323,290
"부산","영도구","2020.08","계",6422,226,1577,4336,283
"부산","영도구","2020.09","계",6448,228,1582,4361,277
"부산","영도구","2020.10","계",6432,223,1583,4356,270
"부산","영도구","2020.11","계",6416,224,1577,4349,266
"부산","영도구","2020.12","계",6439,221,1572,4373,273
"부산","영도구","2021.01","계",6439,221,1577,4362,279
"부산","영도구","2021.02","계",6424,216,1572,4359,277
"부산","영도구","2021.03","계",6421,211,1571,4366,273
"부산","영도구","2021.04","계",6449,205,1592,4375,277
"부산","영도구","2021.05","계",6485,204,1599,4394,288
"부산","영도구","2021.06","계",6485,204,1599,4394,288
"부산","영도구","2021.07","계",6531,201,1604,4430,296
"부산","영도구","2021.08","계",6578,205,1626,4454,293
"부산","영도구","2021.09","계",6586,212,1621,4467,286
"부산","영도구","2021.10","계",6613,208,1626,4482,297
"부산","영도구","2021.11","계",6347,211,1454,4379,303
"부산","영도구","2021.12","계",6341,208,1455,4377,301
"부산","영도구","2022.01","계",6358,207,1453,4392,306
"부산","영도구","2022.02","계",6362,209,1449,4388,316
"부산","영도구","2022.03","계",6341,203,1444,4374,320
"부산","영도구","2022.04","계",6336,208,1454,4357,317
"부산","영도구","2022.05","계",6386,217,1460,4378,331
"부산","영도구","2022.06","계",6364,213,1465,4368,318
"부산","영도구","2022.07","계",6407,222,1472,4391,322
"부산","영도구","2022.08","계",6414,221,1472,4398,323
"부산","영도구","2022.09","계",6431,222,1475,4408,326
"부산","영도구","2022.10","계",6429,219,1479,4403,328
"부산","영도구","2022.11","계",6426,218,1481,4399,328
"부산","영도구","2022.12","계",6428,224,1482,4387,335
"부산","영도구","2023.01","계",6421,221,1482,4374,344
"부산","해운대구","2018.01","계",12266,542,3388,7625,711
"부산","해운대구","2018.02","계",12246,542,3388,7601,715
"부산","해운대구","2018.03","계",12270,540,3385,7623,722
"부산","해운대구","2018.04","계",12274,532,3382,7628,732
"부산","해운대구","2018.05","계",12325,516,3373,7676,760
"부산","해운대구","2018.06","계",12365,509,3380,7713,763
"부산","해운대구","2018.07","계",12388,509,3386,7735,758
"부산","해운대구","2018.08","계",12388,509,3386,7735,758
"부산","해운대구","2018.09","계",12505,552,3391,7779,783
"부산","해운대구","2018.10","계",12488,536,3380,7776,796
"부산","해운대구","2018.11","계",12512,577,3377,7765,793
"부산","해운대구","2018.12","계",12484,572,3366,7754,792
"부산","해운대구","2019.01","계",12455,556,3361,7737,801
"부산","해운대구","2019.02","계",12455,546,3354,7746,809
"부산","해운대구","2019.03","계",12474,557,3343,7756,818
"부산","해운대구","2019.04","계",12491,554,3341,7784,812
"부산","해운대구","2019.05","계",12509,552,3336,7787,834
"부산","해운대구","2019.06","계",12530,556,3327,7799,848
"부산","해운대구","2019.07","계",12552,553,3321,7812,866
"부산","해운대구","2019.08","계",12570,562,3312,7832,864
"부산","해운대구","2019.09","계",12604,560,3317,7842,885
"부산","해운대구","2019.10","계",12644,564,3319,7859,902
"부산","해운대구","2019.11","계",12634,558,3309,7865,902
"부산","해운대구","2019.12","계",12651,564,3307,7871,909
"부산","해운대구","2020.01","계",12652,567,3307,7857,921
"부산","해운대구","2020.02","계",12649,563,3303,7861,922
"부산","해운대구","2020.03","계",12703,569,3299,7887,948
"부산","해운대구","2020.04","계",12779,585,3295,7922,977
"부산","해운대구","2020.05","계",12844,605,3295,7962,982
"부산","해운대구","2020.06","계",12893,613,3286,7992,1002
"부산","해운대구","2020.07","계",12949,613,3285,8037,1014
"부산","해운대구","2020.08","계",12966,606,3285,8076,999
"부산","해운대구","2020.09","계",12980,590,3273,8100,1017
"부산","해운대구","2020.10","계",13046,592,3259,8132,1063
"부산","해운대구","2020.11","계",13047,587,3261,8124,1075
"부산","해운대구","2020.12","계",13056,587,3260,8133,1076
"부산","해운대구","2021.01","계",13016,577,3247,8139,1053
"부산","해운대구","2021.02","계",13029,571,3242,8142,1074
"부산","해운대구","2021.03","계",13049,573,3248,8154,1074
"부산","해운대구","2021.04","계",13140,573,3290,8176,1101
"부산","해운대구","2021.05","계",13187,567,3306,8221,1093
"부산","해운대구","2021.06","계",13187,567,3306,8221,1093
"부산","해운대구","2021.07","계",13303,560,3300,8304,1139
"부산","해운대구","2021.08","계",13431,579,3327,8360,1165
"부산","해운대구","2021.09","계",13500,593,3351,8382,1174
"부산","해운대구","2021.10","계",13517,591,3342,8394,1190
"부산","해운대구","2021.11","계",12601,591,2907,7913,1190
"부산","해운대구","2021.12","계",12605,584,2913,7916,1192
"부산","해운대구","2022.01","계",12613,583,2914,7912,1204
"부산","해운대구","2022.02","계",12591,584,2908,7898,1201
"부산","해운대구","2022.03","계",12661,579,2913,7946,1223
"부산","해운대구","2022.04","계",12701,568,2946,7941,1246
"부산","해운대구","2022.05","계",12692,553,2954,7942,1243
"부산","해운대구","2022.06","계",12671,542,2938,7955,1236
"부산","해운대구","2022.07","계",12692,549,2941,7940,1262
"부산","해운대구","2022.08","계",12773,547,2937,7997,1292
"부산","해운대구","2022.09","계",12817,544,2951,8011,1311
"부산","해운대구","2022.10","계",12851,550,2950,8025,1326
"부산","해운대구","2022.11","계",12828,542,2941,8027,1318
"부산","해운대구","2022.12","계",12802,543,2943,7987,1329
"부산","해운대구","2023.01","계",12791,544,2926,7988,1333
"부산","부산기타","2018.01","계",15,0,11,4,0
"부산","부산기타","2018.02","계",15,0,11,4,0
"부산","부산기타","2018.03","계",15,0,11,4,0
"부산","부산기타","2018.04","계",15,0,11,4,0
"부산","부산기타","2018.05","계",15,0,11,4,0
"부산","부산기타","2018.06","계",15,0,11,4,0
"부산","부산기타","2018.07","계",15,0,11,4,0
"부산","부산기타","2018.08","계",15,0,11,4,0
"부산","부산기타","2018.09","계",15,0,11,4,0
"부산","부산기타","2018.10","계",15,0,11,4,0
"부산","부산기타","2018.11","계",15,0,11,4,0
"부산","부산기타","2018.12","계",15,0,11,4,0
"부산","부산기타","2019.01","계",15,0,11,4,0
"부산","부산기타","2019.02","계",15,0,11,4,0
"부산","부산기타","2019.03","계",15,0,11,4,0
"부산","부산기타","2019.04","계",15,0,11,4,0
"부산","부산기타","2019.05","계",15,0,11,4,0
"부산","부산기타","2019.06","계",15,0,11,4,0
"부산","부산기타","2019.07","계",15,0,11,4,0
"부산","부산기타","2019.08","계",14,0,10,4,0
"부산","부산기타","2019.09","계",14,0,10,4,0
"부산","부산기타","2019.10","계",14,0,10,4,0
"부산","부산기타","2019.11","계",14,0,10,4,0
"부산","부산기타","2019.12","계",14,0,10,4,0
"부산","부산기타","2020.01","계",14,0,10,4,0
"부산","부산기타","2020.02","계",14,0,10,4,0
"부산","부산기타","2020.03","계",14,0,10,4,0
"부산","부산기타","2020.04","계",14,0,10,4,0
"부산","부산기타","2020.05","계",14,0,10,4,0
"부산","부산기타","2020.06","계",14,0,10,4,0
"부산","부산기타","2020.07","계",14,0,10,4,0
"부산","부산기타","2020.08","계",14,0,10,4,0
"부산","부산기타","2020.09","계",14,0,10,4,0
"부산","부산기타","2020.10","계",14,0,10,4,0
"부산","부산기타","2020.11","계",14,0,10,4,0
"부산","부산기타","2020.12","계",14,0,10,4,0
"부산","부산기타","2021.01","계",14,0,10,4,0
"부산","부산기타","2021.02","계",14,0,10,4,0
"부산","부산기타","2021.03","계",14,0,10,4,0
"부산","부산기타","2021.04","계",14,0,10,4,0
"부산","부산기타","2021.05","계",14,0,10,4,0
"부산","부산기타","2021.06","계",14,0,10,4,0
"부산","부산기타","2021.07","계",14,0,10,4,0
"부산","부산기타","2021.08","계",14,0,10,4,0
"부산","부산기타","2021.09","계",13,0,10,3,0
"부산","부산기타","2021.10","계",12,0,10,2,0
"부산","부산기타","2021.11","계",12,0,10,2,0
"부산","부산기타","2021.12","계",12,0,10,2,0
"부산","부산기타","2022.01","계",12,0,10,2,0
"부산","부산기타","2022.02","계",12,0,10,2,0
"부산","부산기타","2022.03","계",12,0,10,2,0
"부산","부산기타","2022.04","계",12,0,10,2,0
"부산","부산기타","2022.05","계",12,0,10,2,0
"부산","부산기타","2022.06","계",12,0,10,2,0
"부산","부산기타","2022.07","계",12,0,10,2,0
"부산","부산기타","2022.08","계",12,0,10,2,0
"부산","부산기타","2022.09","계",12,0,10,2,0
"부산","부산기타","2022.10","계",12,0,10,2,0
"부산","부산기타","2022.11","계",12,0,10,2,0
"부산","부산기타","2022.12","계",12,0,10,2,0
"부산","부산기타","2023.01","계",12,0,10,2,0
